,solution
490,-44.270912437956945
491,12.639431985422782
492,-20.62747657353189
493,-32.71192865273832
494,-41.406526988278436
495,-97.62995710749868
496,-55.34314013457168
497,19.56223849948647
498,-27.629260662826884
499,-6.935587115742895
