,solution
192,6.050523594703804
193,20.733341718229894
194,39.16187901977157
195,-39.4449814475957
196,9.991320777305914
197,-6.280882192544852
198,-42.12461747755956
199,30.8379885262706
200,69.275152094685
201,15.504635825947227
202,38.03863357569998
203,47.91256372900926
204,17.07131334498313
205,-46.76222000583537
206,-0.3949030439978209
207,18.370762231256688
208,13.780142025055786
209,65.92707574676724
210,-14.172984143511528
211,-11.783268874613077
212,37.35340576019796
213,59.58631296368751
214,9.691863780314367
215,10.279067112959773
216,60.84706056449334
217,5.985048802595466
218,7.0483232688807655
219,24.235130761879592
220,9.51130280438269
221,7.421194328180122
222,5.15194966226267
223,-13.012425461281424
224,32.739891702478964
225,-23.798818359592477
226,61.203162478819245
227,39.331308929709145
228,-63.62856062948396
229,-30.764242043085353
230,-69.06166461991172
231,-50.72700784779894
232,-79.56105518339312
233,-42.464520161085844
234,-27.11456397319832
235,2.1148134095693942
236,36.873700244623954
237,41.90167744987141
238,39.36841717096962
239,-13.379003578279821
240,12.98623707430915
241,69.13965392638052
242,32.78331654698744
243,4.419377657782154
244,66.690462174132
245,-61.4659459095672
246,26.356650459734027
247,-42.73859034000919
248,41.77188974618011
249,-59.22288701473002
250,-35.52823526690937
251,22.34120841295596
252,-44.83698667160403
253,28.012215088828746
254,-48.81319058231814
255,43.06911876811374
256,-54.851048952657266
257,-75.8659235754767
258,10.967211143202698
259,39.31339496880705
260,29.368703192119835
261,-31.88736742279896
262,6.379515669784608
263,43.93323079034473
264,-48.445866885901694
265,5.704269065236818
266,28.742287311131573
267,15.285761724357775
268,55.32427842259425
269,8.961206589487949
270,-62.18455248218831
271,4.139079509399651
272,24.523104750716815
273,15.736243608499796
274,18.639807431994637
275,1.006924099428789
276,37.649408632202636
277,6.835316503716436
278,-14.382028815659803
279,33.62813252432847
280,41.63691453703906
281,-8.242207573227995
282,43.6767126717102
283,-2.1229756395280286
284,-78.58455000852709
285,29.18740440516558
286,19.81297725561868
287,-11.66250690038704
288,-25.435080437934054
289,-9.145151496509772
290,-24.440157567673296
291,34.99936009766713
292,-11.16009553477168
293,1.2671111123677883
294,62.432722949341475
295,60.50297873859138
296,17.418357419173773
297,34.418576065997016
298,0.07366386430012029
299,8.757486051176503
300,-3.693082258539993
301,-34.315278034551696
302,-21.105911089401065
303,-60.67635823285745
304,-13.353654818058367
305,24.822365136800258
306,8.046598119463862
307,-37.96164945057
308,-31.956076099920267
309,4.97102262740969
310,-53.90073142747108
311,35.66803647555054
312,15.369492833800033
313,29.559099873496052
314,70.46457866888537
315,-40.68033308620838
316,56.50852876283621
317,68.96263848052506
318,-8.93433906768979
319,29.70609724301728
320,26.04293379910422
321,56.55395625462245
322,1.500878782322061
323,-35.4382223455541
324,-24.904785438186803
325,-37.298698453052396
326,-32.78346699864218
327,-5.513320390601481
328,-41.28427906393329
329,-70.99845070505592
330,-8.794486866300803
331,17.06809137034749
332,34.580513479090335
333,0.5253922352198649
334,22.62890665070306
335,-44.028943744486035
336,-55.040232701801834
337,-38.22762861920006
338,-39.99564440228648
339,-39.539678884314874
340,12.724920268892811
341,-10.425341768602554
342,-69.0467022399834
343,55.31300815332407
344,-23.830976751650383
345,8.991881476324226
346,14.652180246682738
347,52.263412579226994
348,-10.485506187576235
349,-11.999340922848498
350,-35.74493532280232
351,-65.77488847606182
352,22.306717803635113
353,-9.458518690842793
354,-35.090030395335134
355,62.23595783061169
356,2.9403011960328866
357,-42.80128224549852
358,-22.925735284842915
359,-45.050364909247214
360,25.33385193232963
361,-18.978984704708637
362,64.52302777450313
363,57.798888464427954
364,18.48824569521984
365,-62.767782233187255
366,-81.24932511115651
367,13.015491056301636
368,-18.904695525103307
369,41.45720016671537
370,66.78187366798514
371,-7.331816934690447
372,-68.888563390531
373,-73.991578467281
374,1.5472319781104673
375,45.35090998025611
376,-59.53334499581856
377,60.05378184921885
378,8.194295816587724
379,50.12906747140828
380,18.324197721972446
381,-31.179220567902178
382,-32.984216410715966
383,-33.211837428151746
384,34.262289576559226
385,54.420722055739915
386,-39.35969775016164
387,-24.59201062508953
388,42.679143673749664
389,-5.409183875239219
390,-4.404140079561025
391,-57.517273727789096
392,-27.439996551411173
393,21.903934960431062
394,1.6468048288773238
395,19.211197301309053
396,-13.60181105968427
397,-1.7919683528904415
398,41.69473143933195
399,-42.800523482230155
400,20.30286222676268
401,36.05895452728874
402,23.797487858670085
403,62.02660285133921
404,-84.93350247351096
405,-15.225715018983228
406,44.64435206713012
407,-73.74625283469872
408,-16.392285251123653
409,36.091903709178744
410,-51.67449813104588
411,14.557296852556034
412,-42.764923579260255
413,12.053957468744956
414,27.58342841846436
415,35.80260155914522
416,44.27769491412611
417,16.516535527607775
418,-15.031962218082382
419,36.63072444343693
420,10.744835482896725
421,-8.495588720814409
422,-33.65041400399805
423,3.8737913078560684
424,9.210571010220896
425,-9.426913954041261
426,35.70189167211989
427,-6.705564675441677
428,-46.621937283293455
429,14.968722035916628
430,-79.76107969170276
431,47.67455427982753
432,60.05660266220445
433,-57.162951505543916
434,84.11216814841947
435,-36.482376474460075
436,-52.53653610382053
437,-50.66651314214646
438,-53.58728593680843
439,-3.0044376360556986
440,-41.287270680389625
441,-24.222767499325244
442,-4.498137875533556
443,33.84534350557435
444,-34.27666300090621
445,-73.66933753576892
446,-20.950160383428702
447,57.40538359034817
448,8.23948497861414
449,5.63575874660627
450,20.059884450233596
451,-11.152942194642414
452,59.08551890684112
453,22.44397620261726
454,6.921115387811123
455,29.290173116333474
456,-62.32107773508473
457,16.715442313320406
458,-33.93443018482007
459,13.682757116255702
460,61.59564731902115
461,31.816173810592055
462,3.7592869677322924
463,-17.69411123564536
464,36.8787682380369
465,35.85525505937059
466,36.1615515881368
467,-36.27006431418637
468,51.86255063349344
469,-15.454558341092918
470,40.51151139927801
471,53.70302850827603
472,55.295923347102246
473,0.44494812719902244
474,18.239874668457805
475,-24.012646495603498
476,26.032708137633744
477,-35.973431902834314
478,-54.05301670922066
479,46.72450092183975
480,-55.65809669619457
481,-4.083228717314364
482,8.245259789770532
483,-1.3251842357638104
484,-21.700026941150657
485,63.832008322261075
486,-67.5374841336824
487,-12.189840308892453
488,-35.81465736647086
489,23.275470771136444
490,-0.9518399157769047
491,-31.09198756515907
492,-31.842516177323745
493,-19.108620028063758
494,-24.640927044348754
495,28.079353482979545
496,-56.99949620706415
497,28.34415118607775
498,32.04276986427976
499,-56.031657933210376
