,solution
92,-6.303129311654589
93,-3.3222776165043086
94,-3.74873193149716
95,-4.498213075556215
96,-5.124443074082477
97,8.385830712226918
98,-2.435313380719911
99,5.432282431500186
100,-4.386851991798058
101,-4.6770916528647035
102,0.11361484448507897
103,-2.7286475264052137
104,-8.541569329265501
105,-0.2882501392451624
106,-4.221748536746756
107,-0.16306119571713848
108,4.588418681331259
109,11.177811576836401
110,-4.750444801018283
111,-8.764693902641662
112,5.011994693751988
113,0.5300600343059483
114,-9.301928045999531
115,6.024394032173538
116,8.581322591113477
117,-2.5070401830231814
118,2.558069262773313
119,-3.8989689578791973
120,-1.2609570553301217
121,2.204032909388867
122,-4.273385272612808
123,10.972312107526703
124,0.2655577292194568
125,1.2220205134596405
126,4.678144559183653
127,13.477337905764633
128,2.075848674188222
129,-5.895784595246912
130,2.7878956567053197
131,5.7731902683895235
132,4.663441640591301
133,1.2425099429117061
134,-3.548302298025048
135,-4.405640575761991
136,-0.34946572192622183
137,7.654084919543864
138,10.95228209844119
139,-3.225018922627179
140,4.416582421665636
141,-3.9812611619917098
142,5.711242014104866
143,-4.927692408010592
144,-2.2366517564466637
145,-2.9987368558526386
146,-11.246417459059701
147,-4.274831904063876
148,12.391785093290078
149,-0.4099530457771405
150,1.7160700265601012
151,3.696424491315131
152,-8.454734400934049
153,-7.0764568867952375
154,-7.251866113316803
155,-9.254724800300096
156,-2.5447459987575907
157,-1.4952626627356753
158,4.811939001709617
159,-10.444400400260868
160,7.285397280898248
161,3.2910050232801216
162,-0.5300590801108142
163,-8.413759836353826
164,4.287782275711351
165,-7.4987793862476915
166,-5.9227447641529025
167,0.07146856166844662
168,-0.678947033869122
169,-10.507532541484657
170,-9.265130690021978
171,-9.78861316078664
172,-7.283451113374164
173,-9.600861488903137
174,1.2135573983567367
175,3.252002547703531
176,-0.25117524014257264
177,1.707084974548421
178,-5.137336687517795
179,-6.9522898498961645
180,-4.672148874141877
181,1.2768465679458763
182,-2.3630842210685588
183,1.6761166038608635
184,-0.5301753144818534
185,-10.778707863498923
186,-4.149137631270021
187,9.439377427113074
188,8.465523340979995
189,0.8924490699880976
190,-5.361874485669898
191,3.4440643890774814
192,-1.4475407971723198
193,7.186434646233618
194,-5.684131865956606
195,-2.444709428166504
196,-3.0799795738178974
197,-9.53199352556374
198,-5.932469578597805
199,-1.616308687337377
200,3.8449222758185693
201,-6.947853839188408
202,-1.4196612464195055
203,9.09642759107361
204,6.422768254574093
205,-0.8859775114885321
206,2.2836849935396213
207,3.794052582235496
208,2.633102383841391
209,10.60272427223914
210,2.8982032580323898
211,-1.0908888953883615
212,-0.5135503328726548
213,12.01505621526992
214,-8.191694559191857
215,6.538407576299419
216,-1.355209640919195
217,-1.6003481911948976
218,2.958395376412673
219,8.50344230213791
220,3.005833828619814
221,-3.870733684667128
222,4.39922212859485
223,5.643872614373687
224,-3.058679612824412
225,10.32228732235362
226,-1.032908386369393
227,3.2040466106029193
228,1.1910686120220653
229,-5.904811631841111
230,-1.4257867705599827
231,9.57824478261342
232,-6.132389327960925
233,5.052058592637706
234,-0.6591850886437949
235,5.418455486927053
236,5.882476366306688
237,-2.2033640939052077
238,-1.7898695626370558
239,3.619330980056018
240,-2.6038953473413917
241,1.6954209001916023
242,-4.361109499193551
243,-8.820403327693159
244,-5.951041760293423
245,1.5733678209239368
246,-1.721626745507309
247,8.357854783431018
248,-2.206634761927435
249,-4.601618545424387
250,-7.012526576114167
251,9.58279324299681
252,1.4167937121355771
253,-2.1187667127474374
254,3.327936838276519
255,-0.04453429155453704
256,4.852145227259694
257,-1.0804429029394051
258,1.035586347350998
259,5.996648980723964
260,-0.16553123890786914
261,7.207612214376241
262,-3.7257562053781346
263,5.396389574028469
264,-3.9327592580063286
265,8.738551996864867
266,-1.8038719418472786
267,-6.489351820265945
268,-10.597569964568745
269,2.181593810606255
270,11.228351737248937
271,3.003881553558817
272,0.48927890504150956
273,-7.9774650201149315
274,-6.835018721029099
275,2.516052494418752
276,-5.217623134839997
277,7.4525506862647894
278,-3.1824033483299923
279,-2.1381485781983294
280,5.943792595898021
281,-4.507366922869455
282,5.485054876013861
283,-7.4935860639856315
284,-15.56435678430551
285,1.7052952745168046
286,-0.45209706871356425
287,-6.273423193463564
288,1.2001389322279925
289,-0.7139585560934875
290,-0.7094741630555066
291,5.950244717673431
292,-7.1838731567480245
293,-5.728249994038958
294,-0.3587784939295695
295,1.2376307488790095
296,-6.770814304353337
297,-1.8214436099622422
298,-4.583398324027705
299,-7.640033434474975
300,11.694361631381845
301,-4.064828473610723
302,-8.694193677879744
303,5.7292953106542095
304,-1.4778443509921273
305,6.305060159669053
306,3.7221844960329205
307,7.4066655437419096
308,-11.633629820563245
309,8.481285169402312
310,8.911784481958646
311,0.9719215329780364
312,7.05760642288272
313,-5.620373421601001
314,-10.532321083837349
315,-4.265639865552407
316,0.5424040653293487
317,1.2970176691041582
318,-3.783943596304853
319,-0.9520243805924992
320,0.8171973400701592
321,11.17112227128726
322,3.8776502022333905
323,-2.798431088411797
324,12.983361465467842
325,5.686631587045849
326,1.7631860055848199
327,-3.894619356599063
328,4.967407399700082
329,-1.5444131516338375
330,0.5587063399828363
331,-3.3853271800384093
332,3.9543011237971015
333,2.906080867863785
334,-0.034639350932265535
335,-0.44886412554954264
336,-7.85612449035489
337,8.011727818726396
338,4.493711156511296
339,5.659011095040862
340,4.02370932402933
341,-1.44637360281471
342,5.030086540355353
343,-3.2772384740547813
344,6.031948151094816
345,2.8539067797446394
346,1.475004498960551
347,3.4783617395878506
348,-3.478846983406642
349,-6.322254550607018
350,4.4041156058723
351,-1.221326261919615
352,4.131849053783999
353,9.261140433619264
354,-0.15918164916980526
355,-1.6994787937875597
356,-6.749346602976604
357,-2.5589291939962955
358,-2.2580371107813857
359,5.926451391249133
360,8.388174361202301
361,2.7894542411296284
362,3.79874220888519
363,7.293692365823257
364,-4.334219663050018
365,-1.8596392571027633
366,1.6114207744750135
367,-1.3187577210636752
368,7.334844777285086
369,1.1906955951111198
370,5.360484762390377
371,-1.0079861493346434
372,-7.854015350304071
373,0.5388739001135829
374,1.082046743077612
375,-5.610676893370277
376,-6.552167340168122
377,2.2393748715093276
378,-7.278013605338785
379,1.9692409826139197
380,11.030597780837219
381,-2.8519654449724436
382,-6.982159436044817
383,-2.8461523872436567
384,3.968695082702017
385,-1.81298398221302
386,1.963635231915175
387,10.966999850487507
388,1.402643048538849
389,0.8720778916564604
390,1.2163669026063662
391,-1.9734849479393393
392,-7.210848250899729
393,7.969265571012399
394,-5.45042218811753
395,14.675728839687554
396,-3.6771426600109054
397,-6.030859928983262
398,4.390555094130169
399,-2.192239820706204
400,-4.693321591833488
401,-2.027835719610399
402,5.017517173370788
403,-0.020378457672541064
404,-5.694879519133626
405,-4.623717671769201
406,2.347355446576662
407,9.94703176116131
408,-11.81869077324558
409,-1.937141026332371
410,-2.5573474382287715
411,-10.939979847641252
412,1.915400060454866
413,3.8112888400155764
414,-3.5871863874696466
415,10.150162919871482
416,-4.243498594566304
417,-9.675917227450611
418,5.343918874697449
419,-9.622620072922007
420,17.210349157524607
421,-0.7099722759658179
422,0.15533504755357042
423,-1.7971355770836457
424,-1.7690439296898566
425,1.394925670555905
426,-6.820320498371498
427,-5.925893067580763
428,7.299341848469248
429,3.87031446726603
430,-7.115223771978078
431,-0.9256778475867008
432,-4.0668909739665295
433,-6.953095040743438
434,-2.6748904500040673
435,-4.546273656614739
436,-2.5861998411390346
437,-7.371096251239533
438,10.619250268673595
439,-3.3114272878320885
440,-2.3710749490790923
441,2.195530331548397
442,-3.3742154316424626
443,7.445427486978736
444,4.826424270551393
445,-5.134170999622656
446,8.718878402924393
447,4.823254263763903
448,0.1576648603347653
449,-2.061257614702019
450,10.920795713098329
451,-3.546270922434441
452,1.2207423508492117
453,1.7981755899694605
454,14.322246680420967
455,0.8874941072372763
456,1.1303148591542342
457,-1.9154680051076924
458,1.1632266419250348
459,-1.4838320852662246
460,-0.07931963255619265
461,3.3150840155982846
462,-5.722423607948622
463,1.2969204626727004
464,3.903842335882469
465,-0.15569508242424487
466,3.4293858173584937
467,0.2106077801880956
468,-1.591056422885233
469,7.0419505313460755
470,-13.780662613840715
471,8.32656443307285
472,-4.69450125570735
473,0.06078755056800115
474,0.022507994294449288
475,4.083845103021793
476,-4.425905842021502
477,9.574596596825856
478,0.688445879425196
479,-2.9040761977590073
480,2.9824998409527623
481,2.240129251272944
482,11.537972010327053
483,3.463095843154739
484,2.724637117983996
485,4.069617520314035
486,-7.436300876875126
487,-1.1681928916171074
488,-3.5643096989482266
489,-8.273096954494521
490,-4.539498917231236
491,7.892376058582306
492,2.4464394853503313
493,4.7963603643444745
494,-4.028631289487919
495,-7.442853199102164
496,-2.2619849145027975
497,-2.9748160957772707
498,-3.857586596049034
499,2.281258619083578
