,solution
127,353.6167556035754
128,-67.4997466351918
129,30.66093290953798
130,-348.2115840489253
131,121.08690820250143
132,-219.43800156406752
133,411.41137888512463
134,195.34164659094506
135,-112.67834842672134
136,300.2678629659454
137,-282.70787057543833
138,-58.43936379377104
139,496.6866005877555
140,180.1172091726753
141,-332.2476019229467
142,458.6059905973447
143,86.36707015250535
144,-430.12840226716526
145,-290.7842729024114
146,126.40380716248238
147,227.97285687342844
148,-180.68710900459715
149,153.9926132422385
150,-60.10294034986035
151,-498.6006597648637
152,-426.991748769287
153,-225.01834485445877
154,-577.9000651126577
155,-69.49457006110497
156,250.74405775935563
157,-513.6474724069484
158,-457.445679040737
159,140.69660326238872
160,122.24012023050906
161,-577.7879520067482
162,-590.43190976911
163,-426.70519103597735
164,70.51674899385978
165,-479.0866332065766
166,-312.5330584110781
167,227.38255499294493
168,251.6789773946363
169,177.45224067197123
170,-411.2552774961133
171,-114.37809779419467
172,-62.9990619504947
173,-88.61562040692203
174,-385.349614779428
175,144.154933387769
176,164.2173040663857
177,280.4666363803254
178,-33.63846855949858
179,83.01321716759574
180,-457.81260946069443
181,-127.96712916235188
182,267.2879756129367
183,424.51235594115377
184,-289.84273311554676
185,-369.28994081050644
186,414.9987162089813
187,-310.27554325297416
188,351.90922621984333
189,427.9290722023577
190,-302.54913570698295
191,-397.39156770308875
192,-554.8319798353502
193,-517.3260318584697
194,146.0603092676035
195,-367.5799616913985
196,412.6648259060919
197,-414.15891172915053
198,-423.95849531964205
199,577.3263347272551
200,-58.17288297444912
201,-93.55459133435761
202,-320.05981398156837
203,-229.81221213225083
204,-136.18279259117824
205,41.71974280021263
206,-457.1646458651762
207,-515.5316128856815
208,-24.985477923208208
209,486.0271799383213
210,592.9644165083749
211,-235.29643711535937
212,-393.178037206913
213,432.0130421419808
214,-225.20176313675313
215,182.54211728645814
216,481.80154831534026
217,183.3034107932768
218,403.3281748900449
219,-598.1298525691981
220,-448.7591608106251
221,376.5176339692993
222,-50.86971595287828
223,446.7572943490187
224,181.8148754465475
225,208.85220086040204
226,-198.78547796204276
227,-424.65915047168346
228,-409.05732368298527
229,-239.66087578899356
230,-102.86922812807408
231,442.65403396611
232,45.26101643525912
233,417.1490762860781
234,-50.536079818772656
235,-49.766739057599004
236,-79.37028508020266
237,-106.28515405684811
238,422.51894528204974
239,-561.4149727329388
240,-166.9809679341113
241,-519.9343586089162
242,214.83074218981477
243,89.91714599538125
244,494.881236241038
245,60.808324959675986
246,-109.61880576798188
247,-325.84714743967606
248,215.71687424744476
249,309.1996698876318
250,-149.94911408484103
251,-594.9044495624855
252,13.47736983849029
253,237.3040009863028
254,337.94309761416605
255,495.64668739116155
256,412.0660617293445
257,-188.18392081735925
258,121.67590730723798
259,285.2068937712865
260,-424.86756752924066
261,468.04827223019606
262,175.28633946391687
263,143.08712417724888
264,-332.94474001603953
265,-43.57333598345296
266,531.1717928002108
267,-274.4153134840163
268,187.83681853535967
269,-133.28062507139828
270,174.2029447013493
271,218.08123449937878
272,-134.9336994597877
273,-118.12033807681172
274,237.6141413456594
275,392.25569141273394
276,-135.02086828140915
277,-71.4504066475977
278,124.31978477872865
279,-20.225994329233657
280,278.69525227988635
281,24.676388208386765
282,367.7235808683242
283,6.670832706041714
284,-376.8334204636025
285,234.12635136355877
286,482.3378766865574
287,425.29869826441234
288,280.7005061878166
289,-8.879972061227466
290,-478.2651112890217
291,122.91424842306861
292,-154.20649343961222
293,-398.5414173799162
294,-3.1921220591650123
295,372.4546209819394
296,274.77446362076114
297,506.71281006979024
298,476.0244207366645
299,-550.5492706591294
300,-157.55235392250108
301,57.355758743277526
302,-206.45048122176993
303,90.44964424461372
304,-521.6407744040806
305,9.684252684591847
306,227.33094191508104
307,526.3849592604267
308,409.1500341947385
309,287.9145595041646
310,-80.51968162913751
311,187.8991888319971
312,450.29553536478215
313,-528.0284629456584
314,538.8210086855806
315,531.7381818908977
316,41.85887235133425
317,-285.7246050201778
318,498.33082874512866
319,84.87957033937968
320,220.40970179098665
321,-40.76796586490501
322,540.6521918754731
323,-524.866693611471
324,40.13178327227369
325,-272.37557587937835
326,444.27936370324477
327,-144.60553977995502
328,174.79792025608572
329,-532.1362058548183
330,-83.86145673798241
331,50.82067655603959
332,-58.32811344593991
333,87.76094893765057
334,138.635814514774
335,-368.4742958280367
336,523.7763080695343
337,288.501031708602
338,342.4938486569129
339,317.6820667568438
340,196.29797831933072
341,-476.25401244288344
342,-174.07366203151312
343,144.66142130773804
344,54.89109439606001
345,-537.0443691774719
346,-484.68763651507777
347,-292.0913685956245
348,-131.71156893104015
349,-41.546169321332556
350,438.5297365755527
351,95.30059231769573
352,-202.45280619854356
353,5.36503511271134
354,172.9830188798173
355,-289.4704986193462
356,361.33339654278143
357,556.051509234174
358,215.09114456995658
359,-562.0582226306809
360,367.2880959565901
361,49.9487480749495
362,233.3716995618977
363,-408.3622825193073
364,-132.8339551155257
365,-125.50911034820716
366,-376.1086186128899
367,401.96994724417885
368,394.9856070592251
369,34.85739846004588
370,587.0452323976131
371,-422.73173631531324
372,424.21260052952147
373,177.1649960636007
374,-68.49706521203538
375,124.26765441382196
376,435.5266411421847
377,35.20903170396422
378,-276.9546838347907
379,-205.78242428035122
380,-385.558296399835
381,-30.061273986484565
382,-99.75376449169956
383,-47.16024436517472
384,138.66085839508509
385,-511.3584577869825
386,-178.16707620867777
387,142.6151855893026
388,-379.4103529745849
389,168.24188304389105
390,-269.78224490893206
391,77.5602901961332
392,-41.60665911203184
393,-20.314179949573944
394,51.39903517910371
395,518.2416105294479
396,-251.17530274886226
397,-81.44600731235496
398,-185.46241214896486
399,20.68191640635505
400,-205.45809682009795
401,-116.03859695822523
402,-123.28770087643095
403,257.00606099600105
404,-190.76131948724418
405,-437.4079205015546
406,-55.270710140548616
407,-22.627247314895307
408,-597.6258566712934
409,193.7846181695456
410,157.51948837148
411,-272.01474391842225
412,-265.5502242198226
413,290.5309314531475
414,401.4840468449851
415,598.6865887869315
416,-42.42235991031646
417,437.6102584024338
418,-46.7031860231519
419,363.4090363651641
420,379.71808564576173
421,-374.15744953572533
422,-267.43932575907553
423,1.5617920618765
424,269.5930043811759
425,-32.32243497111467
426,74.0300258015837
427,-17.307015353315602
428,-464.13678795535105
429,-15.566807346586442
430,-143.87746517307448
431,-274.05278819001063
432,404.57467772755183
433,211.76241872635885
434,580.6471326464302
435,78.4369000916115
436,-470.051729938395
437,-14.682648357638712
438,397.6736409865879
439,495.59538926342645
440,-187.752382820679
441,91.35742997123378
442,-2.1964312289517114
443,584.1531920977851
444,264.3285166423247
445,-293.2444325559065
446,-8.982584136007572
447,-325.84616572917497
448,500.13427683784437
449,-163.68818274511187
450,-494.4297461052097
451,331.0546194696265
452,445.60953865853196
453,-105.11165260641465
454,-323.82859818352546
455,528.2783316769888
456,-446.98593990086994
457,467.17137839620506
458,230.42239534769584
459,419.2221370725266
460,-343.20407947188824
461,-18.91770502378927
462,-461.0225427124537
463,227.33830172769177
464,-56.94352894100522
465,-142.7189425377494
466,-155.65819213176522
467,449.95126074620197
468,-182.41322587897653
469,-543.9539552705348
470,-326.09523711162154
471,-466.3087014785714
472,57.2391759502305
473,-458.1821389019785
474,148.09377396720913
475,-410.49495838659976
476,263.58491184952493
477,-136.70735857956763
478,360.8294716033133
479,-518.7501123475897
480,110.64478265698533
481,565.444943996398
482,-249.72040368482072
483,455.6422885639271
484,-507.62361891678404
485,-527.9443277620741
486,-294.5633256978893
487,524.6441639976775
488,-557.4341017186846
489,-315.2746701187648
490,563.1407163366117
491,-312.1169954026627
492,-12.921356645833413
493,-251.45199866796452
494,167.98170269564926
495,523.9923852736621
496,299.9552985060049
497,208.62931064755878
498,-451.8596193684857
499,-520.4076847803595
